what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1330355999929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330356001255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330356017431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330356076451
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330356100989
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330356104308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330356195163
activated,editor,net.sourceforge.veditor,1.0.0,"net.sourceforge.veditor.editor.VhdlEditor",1330356231545
activated,editor,net.sourceforge.veditor,1.0.0,"net.sourceforge.veditor.editor.VhdlEditor",1330356238020
closed,editor,net.sourceforge.veditor,1.0.0,"net.sourceforge.veditor.editor.VhdlEditor",1330356238020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356242062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356243433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356245628
opened,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1330356252511
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1330356252531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356252694
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1330356252835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356253279
error,log,,,"Problems encountered during text search.",1330356254374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356258572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356299298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356363076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356365963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356368269
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1330356368343
error,log,,,"Problems encountered during text search.",1330356368813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356368926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356372038
opened,editor,net.sourceforge.veditor,1.0.0,"net.sourceforge.veditor.editor.VhdlEditor",1330356384543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356398946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356447949
activated,editor,net.sourceforge.veditor,1.0.0,"net.sourceforge.veditor.editor.VhdlEditor",1330356449698
activated,editor,net.sourceforge.veditor,1.0.0,"net.sourceforge.veditor.editor.VhdlEditor",1330356452346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330356581025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330356583228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330373562386
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330373572596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415380714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415381456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415388611
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330415530630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415534145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415569294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415569568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415750763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415760827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330415764066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330415765820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330415780197
