what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319552236281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552236360
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319552237273
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319552237320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319552245260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552246056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552257309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552259365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552260828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552267744
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319552271945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552272015
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319552278189
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319552278237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552289130
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319552328380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552328445
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319552331822
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319552331862
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleBlockSelectionMode",1319552339214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319552365679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552366015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552406604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319552420574
